match_id,team,name,battingStyle,bowlingStyle,playingRole,team1,team2,matchDate,stage,image,description
"T20I # 1825",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,Netherlands,U.A.E.,"2022-10-16 00:00:00",Qualifier,,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
"T20I # 1871",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1859",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12",,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1852",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",Netherlands,Pakistan,"2022-10-30 00:00:00","Super 12",,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1848",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",India,Netherlands,"2022-10-27 00:00:00","Super 12",,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1843",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1835",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",Netherlands,"Sri Lanka","2022-10-20 00:00:00",Qualifier,,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1830",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",Namibia,Netherlands,"2022-10-18 00:00:00",Qualifier,,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1825",Netherlands,"Tom Cooper","Right hand Bat","Right arm Offbreak","Middle order Batter",Netherlands,U.A.E.,"2022-10-16 00:00:00",Qualifier,,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008."
"T20I # 1873",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,India,Zimbabwe,"2022-11-06 00:00:00","Super 12",,
"T20I # 1859",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12",,
"T20I # 1851",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,Bangladesh,Zimbabwe,"2022-10-30 00:00:00","Super 12",,
"T20I # 1849",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,Pakistan,Zimbabwe,"2022-10-27 00:00:00","Super 12",,
"T20I # 1844",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,"South Africa",Zimbabwe,"2022-10-24 00:00:00","Super 12",,
"T20I # 1838",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,Scotland,Zimbabwe,"2022-10-21 00:00:00",Qualifier,,
"T20I # 1834",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,"West Indies",Zimbabwe,"2022-10-19 00:00:00",Qualifier,,
"T20I # 1828",Zimbabwe,"Tony Munyonga","Right hand Bat","Right arm Offbreak",Allrounder,Ireland,Zimbabwe,"2022-10-17 00:00:00",Qualifier,,
"T20I # 1877","New Zealand","Trent Boult","Right hand Bat","Left arm Fast medium",Bowler,"New Zealand",Pakistan,"2022-11-09 00:00:00","Super 12",,"Rated as one half of the best new-ball pair in New Zealand history by Sir Richard Hadlee, Trent Boult is a left-arm quick who presents a significant threat to batsmen around the world with an ability to move the ball both ways even in unresponsive conditions."
"T20I # 1862","New Zealand","Trent Boult","Right hand Bat","Left arm Fast medium",Bowler,Ireland,"New Zealand","2022-11-04 00:00:00","Super 12",,"Rated as one half of the best new-ball pair in New Zealand history by Sir Richard Hadlee, Trent Boult is a left-arm quick who presents a significant threat to batsmen around the world with an ability to move the ball both ways even in unresponsive conditions."
"T20I # 1858","New Zealand","Trent Boult","Right hand Bat","Left arm Fast medium",Bowler,England,"New Zealand","2022-11-01 00:00:00","Super 12",,"Rated as one half of the best new-ball pair in New Zealand history by Sir Richard Hadlee, Trent Boult is a left-arm quick who presents a significant threat to batsmen around the world with an ability to move the ball both ways even in unresponsive conditions."
"T20I # 1850","New Zealand","Trent Boult","Right hand Bat","Left arm Fast medium",Bowler,"New Zealand","Sri Lanka","2022-10-29 00:00:00","Super 12",,"Rated as one half of the best new-ball pair in New Zealand history by Sir Richard Hadlee, Trent Boult is a left-arm quick who presents a significant threat to batsmen around the world with an ability to move the ball both ways even in unresponsive conditions."
"T20I # 1846a","New Zealand","Trent Boult","Right hand Bat","Left arm Fast medium",Bowler,Afghanistan,"New Zealand","2022-10-26 00:00:00","Super 12",,"Rated as one half of the best new-ball pair in New Zealand history by Sir Richard Hadlee, Trent Boult is a left-arm quick who presents a significant threat to batsmen around the world with an ability to move the ball both ways even in unresponsive conditions."
"T20I # 1839","New Zealand","Trent Boult","Right hand Bat","Left arm Fast medium",Bowler,Australia,"New Zealand","2022-10-22 00:00:00","Super 12",,"Rated as one half of the best new-ball pair in New Zealand history by Sir Richard Hadlee, Trent Boult is a left-arm quick who presents a significant threat to batsmen around the world with an ability to move the ball both ways even in unresponsive conditions."
"T20I # 1871","South Africa","Tristan Stubbs","Right hand Bat","Right arm Offbreak","Wicketkeeper Batter",Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,
"T20I # 1861","South Africa","Tristan Stubbs","Right hand Bat","Right arm Offbreak","Wicketkeeper Batter",Pakistan,"South Africa","2022-11-03 00:00:00","Super 12",,
"T20I # 1853","South Africa","Tristan Stubbs","Right hand Bat","Right arm Offbreak","Wicketkeeper Batter",India,"South Africa","2022-10-30 00:00:00","Super 12",,
"T20I # 1847","South Africa","Tristan Stubbs","Right hand Bat","Right arm Offbreak","Wicketkeeper Batter",Bangladesh,"South Africa","2022-10-27 00:00:00","Super 12",,
"T20I # 1844","South Africa","Tristan Stubbs","Right hand Bat","Right arm Offbreak","Wicketkeeper Batter","South Africa",Zimbabwe,"2022-10-24 00:00:00","Super 12",,
"T20I # 1864",Afghanistan,"Usman Ghani","Right hand Bat",,"Opening Batter",Australia,Afghanistan,"2022-11-04 00:00:00","Super 12",,"One of the most exciting new talents to emerge from Afghanistan's cricket programmes in recent years, intrepid opening batsman Usman Ghani was good enough to play one-day international cricket for Afghanistan well before his 18th birthday. Ghani was also good enough to race to a century in his fourth ODI, against Zimbabwe, still aged 17. He started 2014 as part of the Afghanistan Under-19 team that defeated Australia and Sri Lanka in the Under-19 World Cup, and ended it as a member of the squad for Afghanistan's first full World Cup campaign. He warmed up for the tournament with a match-winning hundred against an Auckland team that included Kyle Mills and Mitchell McClenaghan.Liam Brickhill"
"T20I # 1856",Afghanistan,"Usman Ghani","Right hand Bat",,"Opening Batter",Afghanistan,"Sri Lanka","2022-11-01 00:00:00","Super 12",,"One of the most exciting new talents to emerge from Afghanistan's cricket programmes in recent years, intrepid opening batsman Usman Ghani was good enough to play one-day international cricket for Afghanistan well before his 18th birthday. Ghani was also good enough to race to a century in his fourth ODI, against Zimbabwe, still aged 17. He started 2014 as part of the Afghanistan Under-19 team that defeated Australia and Sri Lanka in the Under-19 World Cup, and ended it as a member of the squad for Afghanistan's first full World Cup campaign. He warmed up for the tournament with a match-winning hundred against an Auckland team that included Kyle Mills and Mitchell McClenaghan.Liam Brickhill"
"T20I # 1849a",Afghanistan,"Usman Ghani","Right hand Bat",,"Opening Batter",Afghanistan,Ireland,"2022-10-28 00:00:00","Super 12",,"One of the most exciting new talents to emerge from Afghanistan's cricket programmes in recent years, intrepid opening batsman Usman Ghani was good enough to play one-day international cricket for Afghanistan well before his 18th birthday. Ghani was also good enough to race to a century in his fourth ODI, against Zimbabwe, still aged 17. He started 2014 as part of the Afghanistan Under-19 team that defeated Australia and Sri Lanka in the Under-19 World Cup, and ended it as a member of the squad for Afghanistan's first full World Cup campaign. He warmed up for the tournament with a match-winning hundred against an Auckland team that included Kyle Mills and Mitchell McClenaghan.Liam Brickhill"
"T20I # 1846a",Afghanistan,"Usman Ghani","Right hand Bat",,"Opening Batter",Afghanistan,"New Zealand","2022-10-26 00:00:00","Super 12",,"One of the most exciting new talents to emerge from Afghanistan's cricket programmes in recent years, intrepid opening batsman Usman Ghani was good enough to play one-day international cricket for Afghanistan well before his 18th birthday. Ghani was also good enough to race to a century in his fourth ODI, against Zimbabwe, still aged 17. He started 2014 as part of the Afghanistan Under-19 team that defeated Australia and Sri Lanka in the Under-19 World Cup, and ended it as a member of the squad for Afghanistan's first full World Cup campaign. He warmed up for the tournament with a match-winning hundred against an Auckland team that included Kyle Mills and Mitchell McClenaghan.Liam Brickhill"
